isolateAccession,ST,ST,,isolateAccession,Source,Source,,isolateAccession,State,State,,isolateAccession,Year,Year,,isolateAccession,Legionella pneumophila str. Lens plasmid pLPL,Legionella pneumophila C9_S plasmid unamed2,Legionella pneumophila FFI102 ,Legionella pneumophila LG57 plasmid pLG57,Legionella pneumophila plasmid pLELO,Legionella sainthelensi LA01-117 plasmid pLA01-117_150k,,,,isolateAccession,CAS-TypeIA,CAS-TypeIC,CAS-TypeIF,CAS-TypeIIB,,,,,,,isolateAccession,,
C290-S_CO-2018-CS-ST222,#3c6ff8,COL#3c6ff8,,C290-S_CO-2018-CS-ST222,#800080,COL#800080,,C290-S_CO-2018-CS-ST222,#808000,COL#808000,,C290-S_CO-2018-CS-ST222,#252525,COL#252525,,C290-S_CO-2018-CS-ST222,0,0,0,0,0,0,"C290-S_CO-2018-CS-ST222,0,0,0,0,0,0","C290-S_CO-2018-CS-ST222,0,0,0,0,0,0",,C290-S_CO-2018-CS-ST222,0,1,0,1,,"C290-S_CO-2018-CS-ST222,0,1,0,1","C290-S_CO-2018-CS-ST222,0,1,0,1",,,,C290-S_CO-2018-CS-ST222,#469990,COL#469990
C291-O_OH-2013-OC-ST222,#3c6ff8,COL#3c6ff8,,C291-O_OH-2013-OC-ST222,#ff7f00,COL#ff7f00,,C291-O_OH-2013-OC-ST222,#ffd8b1,COL#ffd8b1,,C291-O_OH-2013-OC-ST222,#252525,COL#252525,,C291-O_OH-2013-OC-ST222,0,0,0,0,0,0,"C291-O_OH-2013-OC-ST222,0,0,0,0,0,0","C291-O_OH-2013-OC-ST222,0,0,0,0,0,0",,C291-O_OH-2013-OC-ST222,0,1,0,0,,"C291-O_OH-2013-OC-ST222,0,1,0,0","C291-O_OH-2013-OC-ST222,0,1,0,0",,,,C291-O_OH-2013-OC-ST222,#469990,COL#469990
C292-S_IN-2018-CS-ST222,#3c6ff8,COL#3c6ff8,,C292-S_IN-2018-CS-ST222,#800080,COL#800080,,C292-S_IN-2018-CS-ST222,#e6194B,COL#e6194B,,C292-S_IN-2018-CS-ST222,#525252,COL#525252,,C292-S_IN-2018-CS-ST222,100,0,0,0,0,0,"C292-S_IN-2018-CS-ST222,100,0,0,0,0,0","C292-S_IN-2018-CS-ST222,100,0,0,0,0,0",,C292-S_IN-2018-CS-ST222,0,1,1,0,,"C292-S_IN-2018-CS-ST222,0,1,1,0","C292-S_IN-2018-CS-ST222,0,1,1,0",,,,C292-S_IN-2018-CS-ST222,#469990,COL#469990
C293-S_MN-2013-CS-ST222,#3c6ff8,COL#3c6ff8,,C293-S_MN-2013-CS-ST222,#800080,COL#800080,,C293-S_MN-2013-CS-ST222,#911eb4,COL#911eb4,,C293-S_MN-2013-CS-ST222,#252525,COL#252525,,C293-S_MN-2013-CS-ST222,0,0,0,0,0,0,"C293-S_MN-2013-CS-ST222,0,0,0,0,0,0","C293-S_MN-2013-CS-ST222,0,0,0,0,0,0",,C293-S_MN-2013-CS-ST222,0,1,0,0,,"C293-S_MN-2013-CS-ST222,0,1,0,0","C293-S_MN-2013-CS-ST222,0,1,0,0",,,,C293-S_MN-2013-CS-ST222,#469990,COL#469990
C294-S_MN-2019-CS-ST222,#3c6ff8,COL#3c6ff8,,C294-S_MN-2019-CS-ST222,#800080,COL#800080,,C294-S_MN-2019-CS-ST222,#911eb4,COL#911eb4,,C294-S_MN-2019-CS-ST222,#525252,COL#525252,,C294-S_MN-2019-CS-ST222,0,0,0,0,0,0,"C294-S_MN-2019-CS-ST222,0,0,0,0,0,0","C294-S_MN-2019-CS-ST222,0,0,0,0,0,0",,C294-S_MN-2019-CS-ST222,0,1,0,0,,"C294-S_MN-2019-CS-ST222,0,1,0,0","C294-S_MN-2019-CS-ST222,0,1,0,0",,,,C294-S_MN-2019-CS-ST222,#469990,COL#469990
C295-S_MN-2019-CS-ST222,#3c6ff8,COL#3c6ff8,,C295-S_MN-2019-CS-ST222,#800080,COL#800080,,C295-S_MN-2019-CS-ST222,#911eb4,COL#911eb4,,C295-S_MN-2019-CS-ST222,#252525,COL#252525,,C295-S_MN-2019-CS-ST222,100,0,0,0,0,0,"C295-S_MN-2019-CS-ST222,100,0,0,0,0,0","C295-S_MN-2019-CS-ST222,100,0,0,0,0,0",,C295-S_MN-2019-CS-ST222,0,1,0,1,,"C295-S_MN-2019-CS-ST222,0,1,0,1","C295-S_MN-2019-CS-ST222,0,1,0,1",,,,C295-S_MN-2019-CS-ST222,#469990,COL#469990
C296-S_MI-2010-CS-ST222,#3c6ff8,COL#3c6ff8,,C296-S_MI-2010-CS-ST222,#800080,COL#800080,,C296-S_MI-2010-CS-ST222,#42d4f4,COL#42d4f4,,C296-S_MI-2010-CS-ST222,#252525,COL#252525,,C296-S_MI-2010-CS-ST222,0,0,0,0,0,0,"C296-S_MI-2010-CS-ST222,0,0,0,0,0,0","C296-S_MI-2010-CS-ST222,0,0,0,0,0,0",,C296-S_MI-2010-CS-ST222,0,1,0,0,,"C296-S_MI-2010-CS-ST222,0,1,0,0","C296-S_MI-2010-CS-ST222,0,1,0,0",,,,C296-S_MI-2010-CS-ST222,#469990,COL#469990
C297-S_MI-2013-CP-ST222,#3c6ff8,COL#3c6ff8,,C297-S_MI-2013-CP-ST222,#800080,COL#800080,,C297-S_MI-2013-CP-ST222,#42d4f4,COL#42d4f4,,C297-S_MI-2013-CP-ST222,#737373,COL#737373,,C297-S_MI-2013-CP-ST222,100,0,0,0,0,0,"C297-S_MI-2013-CP-ST222,100,0,0,0,0,0","C297-S_MI-2013-CP-ST222,100,0,0,0,0,0",,C297-S_MI-2013-CP-ST222,0,1,1,0,,"C297-S_MI-2013-CP-ST222,0,1,1,0","C297-S_MI-2013-CP-ST222,0,1,1,0",,,,C297-S_MI-2013-CP-ST222,#469990,COL#469990
C298-S_MI-2013-CP-ST222,#3c6ff8,COL#3c6ff8,,C298-S_MI-2013-CP-ST222,#800080,COL#800080,,C298-S_MI-2013-CP-ST222,#42d4f4,COL#42d4f4,,C298-S_MI-2013-CP-ST222,#525252,COL#525252,,C298-S_MI-2013-CP-ST222,100,0,0,0,0,0,"C298-S_MI-2013-CP-ST222,100,0,0,0,0,0","C298-S_MI-2013-CP-ST222,100,0,0,0,0,0",,C298-S_MI-2013-CP-ST222,0,1,1,0,,"C298-S_MI-2013-CP-ST222,0,1,1,0","C298-S_MI-2013-CP-ST222,0,1,1,0",,,,C298-S_MI-2013-CP-ST222,#469990,COL#469990
C299-S_MI-2013-CP-ST222,#3c6ff8,COL#3c6ff8,,C299-S_MI-2013-CP-ST222,#800080,COL#800080,,C299-S_MI-2013-CP-ST222,#42d4f4,COL#42d4f4,,C299-S_MI-2013-CP-ST222,#525252,COL#525252,,C299-S_MI-2013-CP-ST222,0,0,0,0,0,0,"C299-S_MI-2013-CP-ST222,0,0,0,0,0,0","C299-S_MI-2013-CP-ST222,0,0,0,0,0,0",,C299-S_MI-2013-CP-ST222,0,1,0,0,,"C299-S_MI-2013-CP-ST222,0,1,0,0","C299-S_MI-2013-CP-ST222,0,1,0,0",,,,C299-S_MI-2013-CP-ST222,#469990,COL#469990
C300-S_MI-2013-CS-ST222,#3c6ff8,COL#3c6ff8,,C300-S_MI-2013-CS-ST222,#800080,COL#800080,,C300-S_MI-2013-CS-ST222,#42d4f4,COL#42d4f4,,C300-S_MI-2013-CS-ST222,#525252,COL#525252,,C300-S_MI-2013-CS-ST222,0,0,0,0,0,0,"C300-S_MI-2013-CS-ST222,0,0,0,0,0,0","C300-S_MI-2013-CS-ST222,0,0,0,0,0,0",,C300-S_MI-2013-CS-ST222,0,1,0,0,,"C300-S_MI-2013-CS-ST222,0,1,0,0","C300-S_MI-2013-CS-ST222,0,1,0,0",,,,C300-S_MI-2013-CS-ST222,#469990,COL#469990
C301-S_MI-2013-CS-ST222,#3c6ff8,COL#3c6ff8,,C301-S_MI-2013-CS-ST222,#800080,COL#800080,,C301-S_MI-2013-CS-ST222,#42d4f4,COL#42d4f4,,C301-S_MI-2013-CS-ST222,#525252,COL#525252,,C301-S_MI-2013-CS-ST222,0,0,0,0,0,0,"C301-S_MI-2013-CS-ST222,0,0,0,0,0,0","C301-S_MI-2013-CS-ST222,0,0,0,0,0,0",,C301-S_MI-2013-CS-ST222,0,1,0,0,,"C301-S_MI-2013-CS-ST222,0,1,0,0","C301-S_MI-2013-CS-ST222,0,1,0,0",,,,C301-S_MI-2013-CS-ST222,#469990,COL#469990
C302-S_MI-2013-CS-ST222,#3c6ff8,COL#3c6ff8,,C302-S_MI-2013-CS-ST222,#800080,COL#800080,,C302-S_MI-2013-CS-ST222,#42d4f4,COL#42d4f4,,C302-S_MI-2013-CS-ST222,#525252,COL#525252,,C302-S_MI-2013-CS-ST222,0,0,0,0,0,0,"C302-S_MI-2013-CS-ST222,0,0,0,0,0,0","C302-S_MI-2013-CS-ST222,0,0,0,0,0,0",,C302-S_MI-2013-CS-ST222,0,1,0,0,,"C302-S_MI-2013-CS-ST222,0,1,0,0","C302-S_MI-2013-CS-ST222,0,1,0,0",,,,C302-S_MI-2013-CS-ST222,#469990,COL#469990
C303-S_MI-2013-CS-ST222,#3c6ff8,COL#3c6ff8,,C303-S_MI-2013-CS-ST222,#800080,COL#800080,,C303-S_MI-2013-CS-ST222,#42d4f4,COL#42d4f4,,C303-S_MI-2013-CS-ST222,#525252,COL#525252,,C303-S_MI-2013-CS-ST222,0,0,0,0,0,0,"C303-S_MI-2013-CS-ST222,0,0,0,0,0,0","C303-S_MI-2013-CS-ST222,0,0,0,0,0,0",,C303-S_MI-2013-CS-ST222,0,1,0,0,,"C303-S_MI-2013-CS-ST222,0,1,0,0","C303-S_MI-2013-CS-ST222,0,1,0,0",,,,C303-S_MI-2013-CS-ST222,#469990,COL#469990
C304-S_MI-2014-CS-ST222,#3c6ff8,COL#3c6ff8,,C304-S_MI-2014-CS-ST222,#800080,COL#800080,,C304-S_MI-2014-CS-ST222,#42d4f4,COL#42d4f4,,C304-S_MI-2014-CS-ST222,#525252,COL#525252,,C304-S_MI-2014-CS-ST222,0,0,0,0,0,0,"C304-S_MI-2014-CS-ST222,0,0,0,0,0,0","C304-S_MI-2014-CS-ST222,0,0,0,0,0,0",,C304-S_MI-2014-CS-ST222,0,1,0,0,,"C304-S_MI-2014-CS-ST222,0,1,0,0","C304-S_MI-2014-CS-ST222,0,1,0,0",,,,C304-S_MI-2014-CS-ST222,#469990,COL#469990
C305-S_MI-2015-CS-ST222,#3c6ff8,COL#3c6ff8,,C305-S_MI-2015-CS-ST222,#800080,COL#800080,,C305-S_MI-2015-CS-ST222,#42d4f4,COL#42d4f4,,C305-S_MI-2015-CS-ST222,#525252,COL#525252,,C305-S_MI-2015-CS-ST222,0,0,0,0,0,0,"C305-S_MI-2015-CS-ST222,0,0,0,0,0,0","C305-S_MI-2015-CS-ST222,0,0,0,0,0,0",,C305-S_MI-2015-CS-ST222,0,1,0,0,,"C305-S_MI-2015-CS-ST222,0,1,0,0","C305-S_MI-2015-CS-ST222,0,1,0,0",,,,C305-S_MI-2015-CS-ST222,#469990,COL#469990
C306-S_MI-2015-CS-ST222,#3c6ff8,COL#3c6ff8,,C306-S_MI-2015-CS-ST222,#800080,COL#800080,,C306-S_MI-2015-CS-ST222,#42d4f4,COL#42d4f4,,C306-S_MI-2015-CS-ST222,#525252,COL#525252,,C306-S_MI-2015-CS-ST222,0,0,0,0,0,0,"C306-S_MI-2015-CS-ST222,0,0,0,0,0,0","C306-S_MI-2015-CS-ST222,0,0,0,0,0,0",,C306-S_MI-2015-CS-ST222,0,1,0,0,,"C306-S_MI-2015-CS-ST222,0,1,0,0","C306-S_MI-2015-CS-ST222,0,1,0,0",,,,C306-S_MI-2015-CS-ST222,#469990,COL#469990
C307-S_MI-2016-CS-ST222,#3c6ff8,COL#3c6ff8,,C307-S_MI-2016-CS-ST222,#800080,COL#800080,,C307-S_MI-2016-CS-ST222,#42d4f4,COL#42d4f4,,C307-S_MI-2016-CS-ST222,#525252,COL#525252,,C307-S_MI-2016-CS-ST222,0,0,0,0,0,0,"C307-S_MI-2016-CS-ST222,0,0,0,0,0,0","C307-S_MI-2016-CS-ST222,0,0,0,0,0,0",,C307-S_MI-2016-CS-ST222,0,1,0,0,,"C307-S_MI-2016-CS-ST222,0,1,0,0","C307-S_MI-2016-CS-ST222,0,1,0,0",,,,C307-S_MI-2016-CS-ST222,#469990,COL#469990
C308-S_MI-2016-CS-ST222,#3c6ff8,COL#3c6ff8,,C308-S_MI-2016-CS-ST222,#800080,COL#800080,,C308-S_MI-2016-CS-ST222,#42d4f4,COL#42d4f4,,C308-S_MI-2016-CS-ST222,#252525,COL#252525,,C308-S_MI-2016-CS-ST222,0,0,0,0,0,0,"C308-S_MI-2016-CS-ST222,0,0,0,0,0,0","C308-S_MI-2016-CS-ST222,0,0,0,0,0,0",,C308-S_MI-2016-CS-ST222,0,1,0,0,,"C308-S_MI-2016-CS-ST222,0,1,0,0","C308-S_MI-2016-CS-ST222,0,1,0,0",,,,C308-S_MI-2016-CS-ST222,#469990,COL#469990
C309-S_MI-2016-CS-ST222,#3c6ff8,COL#3c6ff8,,C309-S_MI-2016-CS-ST222,#800080,COL#800080,,C309-S_MI-2016-CS-ST222,#42d4f4,COL#42d4f4,,C309-S_MI-2016-CS-ST222,#252525,COL#252525,,C309-S_MI-2016-CS-ST222,0,0,0,0,0,0,"C309-S_MI-2016-CS-ST222,0,0,0,0,0,0","C309-S_MI-2016-CS-ST222,0,0,0,0,0,0",,C309-S_MI-2016-CS-ST222,0,1,0,0,,"C309-S_MI-2016-CS-ST222,0,1,0,0","C309-S_MI-2016-CS-ST222,0,1,0,0",,,,C309-S_MI-2016-CS-ST222,#469990,COL#469990
C310-S_MI-2017-CS-ST222,#3c6ff8,COL#3c6ff8,,C310-S_MI-2017-CS-ST222,#800080,COL#800080,,C310-S_MI-2017-CS-ST222,#42d4f4,COL#42d4f4,,C310-S_MI-2017-CS-ST222,#252525,COL#252525,,C310-S_MI-2017-CS-ST222,0,0,0,0,0,0,"C310-S_MI-2017-CS-ST222,0,0,0,0,0,0","C310-S_MI-2017-CS-ST222,0,0,0,0,0,0",,C310-S_MI-2017-CS-ST222,0,1,0,0,,"C310-S_MI-2017-CS-ST222,0,1,0,0","C310-S_MI-2017-CS-ST222,0,1,0,0",,,,C310-S_MI-2017-CS-ST222,#469990,COL#469990
C311-S_MI-2018-CS-ST222,#3c6ff8,COL#3c6ff8,,C311-S_MI-2018-CS-ST222,#800080,COL#800080,,C311-S_MI-2018-CS-ST222,#42d4f4,COL#42d4f4,,C311-S_MI-2018-CS-ST222,#252525,COL#252525,,C311-S_MI-2018-CS-ST222,0,0,0,0,0,0,"C311-S_MI-2018-CS-ST222,0,0,0,0,0,0","C311-S_MI-2018-CS-ST222,0,0,0,0,0,0",,C311-S_MI-2018-CS-ST222,0,1,0,0,,"C311-S_MI-2018-CS-ST222,0,1,0,0","C311-S_MI-2018-CS-ST222,0,1,0,0",,,,C311-S_MI-2018-CS-ST222,#469990,COL#469990
C312-S_MI-2018-CS-ST222,#3c6ff8,COL#3c6ff8,,C312-S_MI-2018-CS-ST222,#800080,COL#800080,,C312-S_MI-2018-CS-ST222,#42d4f4,COL#42d4f4,,C312-S_MI-2018-CS-ST222,#252525,COL#252525,,C312-S_MI-2018-CS-ST222,0,0,0,0,0,0,"C312-S_MI-2018-CS-ST222,0,0,0,0,0,0","C312-S_MI-2018-CS-ST222,0,0,0,0,0,0",,C312-S_MI-2018-CS-ST222,0,1,0,0,,"C312-S_MI-2018-CS-ST222,0,1,0,0","C312-S_MI-2018-CS-ST222,0,1,0,0",,,,C312-S_MI-2018-CS-ST222,#469990,COL#469990
C313-S_MI-2018-CS-ST222,#3c6ff8,COL#3c6ff8,,C313-S_MI-2018-CS-ST222,#800080,COL#800080,,C313-S_MI-2018-CS-ST222,#42d4f4,COL#42d4f4,,C313-S_MI-2018-CS-ST222,#252525,COL#252525,,C313-S_MI-2018-CS-ST222,0,0,0,0,0,0,"C313-S_MI-2018-CS-ST222,0,0,0,0,0,0","C313-S_MI-2018-CS-ST222,0,0,0,0,0,0",,C313-S_MI-2018-CS-ST222,0,1,0,0,,"C313-S_MI-2018-CS-ST222,0,1,0,0","C313-S_MI-2018-CS-ST222,0,1,0,0",,,,C313-S_MI-2018-CS-ST222,#469990,COL#469990
C314-S_MI-2018-CS-ST222,#3c6ff8,COL#3c6ff8,,C314-S_MI-2018-CS-ST222,#800080,COL#800080,,C314-S_MI-2018-CS-ST222,#42d4f4,COL#42d4f4,,C314-S_MI-2018-CS-ST222,#252525,COL#252525,,C314-S_MI-2018-CS-ST222,100,0,0,0,0,0,"C314-S_MI-2018-CS-ST222,100,0,0,0,0,0","C314-S_MI-2018-CS-ST222,100,0,0,0,0,0",,C314-S_MI-2018-CS-ST222,0,0,0,0,,"C314-S_MI-2018-CS-ST222,0,0,0,0","C314-S_MI-2018-CS-ST222,0,0,0,0",,,,C314-S_MI-2018-CS-ST222,#e6194B,COL#e6194B
C315-S_MI-2018-CS-ST222,#3c6ff8,COL#3c6ff8,,C315-S_MI-2018-CS-ST222,#800080,COL#800080,,C315-S_MI-2018-CS-ST222,#42d4f4,COL#42d4f4,,C315-S_MI-2018-CS-ST222,#252525,COL#252525,,C315-S_MI-2018-CS-ST222,0,0,0,0,0,0,"C315-S_MI-2018-CS-ST222,0,0,0,0,0,0","C315-S_MI-2018-CS-ST222,0,0,0,0,0,0",,C315-S_MI-2018-CS-ST222,0,1,0,0,,"C315-S_MI-2018-CS-ST222,0,1,0,0","C315-S_MI-2018-CS-ST222,0,1,0,0",,,,C315-S_MI-2018-CS-ST222,#e6194B,COL#e6194B
C316-S_MI-2019-CS-ST222,#3c6ff8,COL#3c6ff8,,C316-S_MI-2019-CS-ST222,#800080,COL#800080,,C316-S_MI-2019-CS-ST222,#42d4f4,COL#42d4f4,,C316-S_MI-2019-CS-ST222,#252525,COL#252525,,C316-S_MI-2019-CS-ST222,0,0,0,0,0,0,"C316-S_MI-2019-CS-ST222,0,0,0,0,0,0","C316-S_MI-2019-CS-ST222,0,0,0,0,0,0",,C316-S_MI-2019-CS-ST222,0,1,0,0,,"C316-S_MI-2019-CS-ST222,0,1,0,0","C316-S_MI-2019-CS-ST222,0,1,0,0",,,,C316-S_MI-2019-CS-ST222,#e6194B,COL#e6194B
C317-S_MI-2019-CS-ST222,#3c6ff8,COL#3c6ff8,,C317-S_MI-2019-CS-ST222,#800080,COL#800080,,C317-S_MI-2019-CS-ST222,#42d4f4,COL#42d4f4,,C317-S_MI-2019-CS-ST222,#252525,COL#252525,,C317-S_MI-2019-CS-ST222,0,0,0,0,0,0,"C317-S_MI-2019-CS-ST222,0,0,0,0,0,0","C317-S_MI-2019-CS-ST222,0,0,0,0,0,0",,C317-S_MI-2019-CS-ST222,0,1,0,0,,"C317-S_MI-2019-CS-ST222,0,1,0,0","C317-S_MI-2019-CS-ST222,0,1,0,0",,,,C317-S_MI-2019-CS-ST222,#e6194B,COL#e6194B
C318-S_MI-2019-CS-ST222,#3c6ff8,COL#3c6ff8,,C318-S_MI-2019-CS-ST222,#800080,COL#800080,,C318-S_MI-2019-CS-ST222,#42d4f4,COL#42d4f4,,C318-S_MI-2019-CS-ST222,#252525,COL#252525,,C318-S_MI-2019-CS-ST222,0,0,0,0,0,0,"C318-S_MI-2019-CS-ST222,0,0,0,0,0,0","C318-S_MI-2019-CS-ST222,0,0,0,0,0,0",,C318-S_MI-2019-CS-ST222,0,1,0,0,,"C318-S_MI-2019-CS-ST222,0,1,0,0","C318-S_MI-2019-CS-ST222,0,1,0,0",,,,C318-S_MI-2019-CS-ST222,#e6194B,COL#e6194B
C319-S_MI-2019-CS-ST222,#3c6ff8,COL#3c6ff8,,C319-S_MI-2019-CS-ST222,#800080,COL#800080,,C319-S_MI-2019-CS-ST222,#42d4f4,COL#42d4f4,,C319-S_MI-2019-CS-ST222,#252525,COL#252525,,C319-S_MI-2019-CS-ST222,0,0,0,0,0,0,"C319-S_MI-2019-CS-ST222,0,0,0,0,0,0","C319-S_MI-2019-CS-ST222,0,0,0,0,0,0",,C319-S_MI-2019-CS-ST222,0,0,0,0,,"C319-S_MI-2019-CS-ST222,0,0,0,0","C319-S_MI-2019-CS-ST222,0,0,0,0",,,,C319-S_MI-2019-CS-ST222,#e6194B,COL#e6194B
C320-S_MI-2019-CS-ST222,#3c6ff8,COL#3c6ff8,,C320-S_MI-2019-CS-ST222,#800080,COL#800080,,C320-S_MI-2019-CS-ST222,#42d4f4,COL#42d4f4,,C320-S_MI-2019-CS-ST222,#252525,COL#252525,,C320-S_MI-2019-CS-ST222,0,0,0,0,0,0,"C320-S_MI-2019-CS-ST222,0,0,0,0,0,0","C320-S_MI-2019-CS-ST222,0,0,0,0,0,0",,C320-S_MI-2019-CS-ST222,0,1,0,0,,"C320-S_MI-2019-CS-ST222,0,1,0,0","C320-S_MI-2019-CS-ST222,0,1,0,0",,,,C320-S_MI-2019-CS-ST222,#e6194B,COL#e6194B
C321-S_MI-2020-CS-ST222,#3c6ff8,COL#3c6ff8,,C321-S_MI-2020-CS-ST222,#800080,COL#800080,,C321-S_MI-2020-CS-ST222,#42d4f4,COL#42d4f4,,C321-S_MI-2020-CS-ST222,#252525,COL#252525,,C321-S_MI-2020-CS-ST222,0,0,0,0,0,0,"C321-S_MI-2020-CS-ST222,0,0,0,0,0,0","C321-S_MI-2020-CS-ST222,0,0,0,0,0,0",,C321-S_MI-2020-CS-ST222,0,1,0,0,,"C321-S_MI-2020-CS-ST222,0,1,0,0","C321-S_MI-2020-CS-ST222,0,1,0,0",,,,C321-S_MI-2020-CS-ST222,#e6194B,COL#e6194B
C322-S_CO-2011-CS-ST222,#3c6ff8,COL#3c6ff8,,C322-S_CO-2011-CS-ST222,#800080,COL#800080,,C322-S_CO-2011-CS-ST222,#808000,COL#808000,,C322-S_CO-2011-CS-ST222,#252525,COL#252525,,C322-S_CO-2011-CS-ST222,0,0,0,0,0,0,"C322-S_CO-2011-CS-ST222,0,0,0,0,0,0","C322-S_CO-2011-CS-ST222,0,0,0,0,0,0",,C322-S_CO-2011-CS-ST222,0,1,0,0,,"C322-S_CO-2011-CS-ST222,0,1,0,0","C322-S_CO-2011-CS-ST222,0,1,0,0",,,,C322-S_CO-2011-CS-ST222,#e6194B,COL#e6194B
C323-S_CO-2017-CS-ST222,#3c6ff8,COL#3c6ff8,,C323-S_CO-2017-CS-ST222,#800080,COL#800080,,C323-S_CO-2017-CS-ST222,#808000,COL#808000,,C323-S_CO-2017-CS-ST222,#525252,COL#525252,,C323-S_CO-2017-CS-ST222,0,0,0,0,0,0,"C323-S_CO-2017-CS-ST222,0,0,0,0,0,0","C323-S_CO-2017-CS-ST222,0,0,0,0,0,0",,C323-S_CO-2017-CS-ST222,0,1,0,0,,"C323-S_CO-2017-CS-ST222,0,1,0,0","C323-S_CO-2017-CS-ST222,0,1,0,0",,,,C323-S_CO-2017-CS-ST222,#e6194B,COL#e6194B
C324-S_CO-2018-CS-ST222,#3c6ff8,COL#3c6ff8,,C324-S_CO-2018-CS-ST222,#800080,COL#800080,,C324-S_CO-2018-CS-ST222,#808000,COL#808000,,C324-S_CO-2018-CS-ST222,#252525,COL#252525,,C324-S_CO-2018-CS-ST222,0,0,0,0,0,0,"C324-S_CO-2018-CS-ST222,0,0,0,0,0,0","C324-S_CO-2018-CS-ST222,0,0,0,0,0,0",,C324-S_CO-2018-CS-ST222,0,1,0,1,,"C324-S_CO-2018-CS-ST222,0,1,0,1","C324-S_CO-2018-CS-ST222,0,1,0,1",,,,C324-S_CO-2018-CS-ST222,#e6194B,COL#e6194B
C325-S_NY-2016-CS-ST222,#3c6ff8,COL#3c6ff8,,C325-S_NY-2016-CS-ST222,#800080,COL#800080,,C325-S_NY-2016-CS-ST222,#fabed4,COL#fabed4,,C325-S_NY-2016-CS-ST222,#252525,COL#252525,,C325-S_NY-2016-CS-ST222,0,0,0,0,0,0,"C325-S_NY-2016-CS-ST222,0,0,0,0,0,0","C325-S_NY-2016-CS-ST222,0,0,0,0,0,0",,C325-S_NY-2016-CS-ST222,0,1,0,0,,"C325-S_NY-2016-CS-ST222,0,1,0,0","C325-S_NY-2016-CS-ST222,0,1,0,0",,,,C325-S_NY-2016-CS-ST222,#e6194B,COL#e6194B
C326-S_NY-2016-CS-ST222,#3c6ff8,COL#3c6ff8,,C326-S_NY-2016-CS-ST222,#800080,COL#800080,,C326-S_NY-2016-CS-ST222,#fabed4,COL#fabed4,,C326-S_NY-2016-CS-ST222,#252525,COL#252525,,C326-S_NY-2016-CS-ST222,0,0,0,0,0,0,"C326-S_NY-2016-CS-ST222,0,0,0,0,0,0","C326-S_NY-2016-CS-ST222,0,0,0,0,0,0",,C326-S_NY-2016-CS-ST222,0,1,0,0,,"C326-S_NY-2016-CS-ST222,0,1,0,0","C326-S_NY-2016-CS-ST222,0,1,0,0",,,,C326-S_NY-2016-CS-ST222,#e6194B,COL#e6194B
C327-S_NY-2016-CS-ST222,#3c6ff8,COL#3c6ff8,,C327-S_NY-2016-CS-ST222,#800080,COL#800080,,C327-S_NY-2016-CS-ST222,#fabed4,COL#fabed4,,C327-S_NY-2016-CS-ST222,#252525,COL#252525,,C327-S_NY-2016-CS-ST222,0,0,0,0,0,0,"C327-S_NY-2016-CS-ST222,0,0,0,0,0,0","C327-S_NY-2016-CS-ST222,0,0,0,0,0,0",,C327-S_NY-2016-CS-ST222,0,1,0,0,,"C327-S_NY-2016-CS-ST222,0,1,0,0","C327-S_NY-2016-CS-ST222,0,1,0,0",,,,C327-S_NY-2016-CS-ST222,#e6194B,COL#e6194B
C328-S_NY-2017-CS-ST222,#3c6ff8,COL#3c6ff8,,C328-S_NY-2017-CS-ST222,#800080,COL#800080,,C328-S_NY-2017-CS-ST222,#fabed4,COL#fabed4,,C328-S_NY-2017-CS-ST222,#252525,COL#252525,,C328-S_NY-2017-CS-ST222,0,0,0,0,0,0,"C328-S_NY-2017-CS-ST222,0,0,0,0,0,0","C328-S_NY-2017-CS-ST222,0,0,0,0,0,0",,C328-S_NY-2017-CS-ST222,0,1,0,0,,"C328-S_NY-2017-CS-ST222,0,1,0,0","C328-S_NY-2017-CS-ST222,0,1,0,0",,,,C328-S_NY-2017-CS-ST222,#e6194B,COL#e6194B
C329-S_NY-2017-CS-ST222,#3c6ff8,COL#3c6ff8,,C329-S_NY-2017-CS-ST222,#800080,COL#800080,,C329-S_NY-2017-CS-ST222,#fabed4,COL#fabed4,,C329-S_NY-2017-CS-ST222,#252525,COL#252525,,C329-S_NY-2017-CS-ST222,0,0,0,0,0,0,"C329-S_NY-2017-CS-ST222,0,0,0,0,0,0","C329-S_NY-2017-CS-ST222,0,0,0,0,0,0",,C329-S_NY-2017-CS-ST222,0,1,0,0,,"C329-S_NY-2017-CS-ST222,0,1,0,0","C329-S_NY-2017-CS-ST222,0,1,0,0",,,,C329-S_NY-2017-CS-ST222,#e6194B,COL#e6194B
C330-S_NY-2017-CS-ST222,#3c6ff8,COL#3c6ff8,,C330-S_NY-2017-CS-ST222,#800080,COL#800080,,C330-S_NY-2017-CS-ST222,#fabed4,COL#fabed4,,C330-S_NY-2017-CS-ST222,#252525,COL#252525,,C330-S_NY-2017-CS-ST222,0,0,0,0,0,0,"C330-S_NY-2017-CS-ST222,0,0,0,0,0,0","C330-S_NY-2017-CS-ST222,0,0,0,0,0,0",,C330-S_NY-2017-CS-ST222,0,1,0,0,,"C330-S_NY-2017-CS-ST222,0,1,0,0","C330-S_NY-2017-CS-ST222,0,1,0,0",,,,C330-S_NY-2017-CS-ST222,#e6194B,COL#e6194B
