,C165-O_OH-2013-OC-ST222,C166-O_OH-2013-OC-ST1742,C167-S_MI-2015-CS-ST213,C168-S_MI-2015-CS-ST213,C169-S_MI-2015-CS-ST213,C170-S_MI-2016-CS-ST222,C171-O_MI-2010-OC-ST222,C172-S_CT-2006-CS-ST213,C173-S_NY-2009-CS-ST222,C174-O_MD-2009-OC-ST222,C175-S_IN-2009-CS-ST222,C176-S_RI-2005-CS-ST213,C177-S_IL-2006-CS-ST213,C178-S_CT-2006-CS-ST213,C179-S_ME-2007-CS-ST213,C181-S_IL-2006-CS-ST222,C182-S_IL-2006-CS-ST222,C183-S_NY-2009-CS-ST222,C184-S_IN-2006-CS-ST289,C185-S_NY-2006-CS-ST289,C186-S_OH-2009-CS-ST222,C187-S_RI-2010-CS-ST213,C188-S_WI-2012-CS-ST213,C189-S_WI-2012-CS-ST213,C190-S_PA-2013-CS-ST213,C191-S_IL-2011-CS-ST222,C192-S_RI-2012-CS-ST222,C193-S_IL-2012-CS-ST222,C194-S_WI-2012-CS-ST222,C195-S_MI-2016-CS-ST222,C196-S_MI-2016-CS-ST222,C197-S_CO-2011-CS-ST222,C198-S_CT-2005-CS-ST276,C199-S_PA-2012-CS-ST213,C200-S_PA-2013-CS-ST213,C201-S_PA-2013-CS-ST222,C202-S_WI-2013-CS-ST213,C203-S_WI-2013-CS-ST213,C204-S_MA-2013-CS-ST213,C205-S_IL-2013-CS-ST213,C206-S_WI-2013-CS-ST213,C207-S_WI-2013-CS-ST222,C208-S_MA-2013-CS-ST222,C209-S_MA-2013-CS-ST222,C210-S_IL-2013-CS-ST222,C211-S_IL-2014-CS-ST222,C212-S_IN-2016-CS-ST222,C213-S_PA-2016-CS-ST222,C214-S_NY-2015-CS-ST289,C215-S_OH-1992-CS-ST213,C216-S_IL-1996-CS-ST213,C217-S_OH-2001-CS-ST213,C218-S_RI-2003-CS-ST213,C219-S_OH-2003-CS-ST213,C220-S_RI-2004-CS-ST213,C221-S_CT-2001-CS-ST222,C222-S_OH-2001-CS-ST222,C223-S_VT-2002-CS-ST222,C224-S_OH-2002-CS-ST222,C225-S_IL-2003-CS-ST222,C226-S_IL-2004-CS-ST222,C227-S_OH-1997-CS-ST213,C228-S_PA-1998-CS-ST222,C229-S_OH-2000-CS-ST222,C230-S_MO-2018-CS-ST222,C231-S_IN-2018-CS-ST222,C232-S_OH-2018-CS-STUNK,C233-S_OH-2018-CS-ST222,C234-S_WI-2018-CS-STUNK,C235-S_RI-2019-CS-ST222,C236-S_IN-2019-CS-STUNK,C237-O_NJ-2019-OC-ST222,C238-O_OH-2019-OC-ST222,C239-S_OH-2019-CS-STUNK,C240-S_IL-2019-CS-ST222,C241-S_OH-2019-CS-STUNK,C242-S_OH-2019-CS-ST222,C243-S_OH-2019-CS-ST213,C244-S_OH-2019-CS-ST213,C245-S_OH-2019-CS-STUNK,C246-S_OH-2020-CS-ST213,C247-S_NY-2013-CS-ST213,C248-S_MI-2007-CS-ST213,C249-S_MN-2005-CS-ST213,C250-S_MN-2005-CS-ST213,C251-S_MN-2008-CS-ST213,C252-S_MN-2008-CS-ST213,C253-S_MN-2015-CS-ST213,C254-S_MN-2017-CS-ST213,C255-S_MN-2017-CS-ST213,C256-S_MN-2018-CS-ST213,C257-S_IN-2019-CS-ST213,C258-S_MI-2012-CS-ST213,C259-S_MI-2013-CS-ST213,C260-S_MI-2013-CS-ST213,C261-S_MI-2013-CS-ST213,C262-S_MI-2013-CS-ST213,C263-S_MI-2014-CS-ST213,C264-S_MI-2016-CS-ST213,C265-S_MI-2017-CS-ST213,C266-S_MI-2018-CS-ST213,C267-S_MI-2019-CS-ST213,C268-S_MI-2019-CS-ST213,C269-S_MI-2019-CS-ST213,C270-S_NY-2016-CS-ST213,C271-S_NY-2017-CS-ST213,C272-S_NY-2017-CS-ST213,C273-S_NY-2018-CS-ST213,C275-S_MA-2007-CS-ST213,C276-S_MA-2011-CS-ST213,C277-S_NY-2017-CS-ST213,C278-S_NY-2013-CS-ST213,C279-S_NY-2016-CS-ST213,C280-S_MN-2008-CS-ST213,C281-S_MN-2018-CS-ST213,C282-S_MN-2018-CS-ST213,C283-S_MN-2018-CS-ST213,C284-S_MN-2018-CS-ST213,C285-S_MN-2019-CS-ST213,C286-S_MN-2019-CS-ST213,C287-S_MN-2019-CS-ST213,C288-S_MN-2019-CS-ST213,C290-S_CO-2018-CS-ST222,C291-O_OH-2013-OC-ST222,C292-S_IN-2018-CS-ST222,C293-S_MN-2013-CS-ST222,C294-S_MN-2019-CS-ST222,C295-S_MN-2019-CS-ST222,C296-S_MI-2010-CS-ST222,C297-S_MI-2013-CP-ST222,C298-S_MI-2013-CP-ST222,C299-S_MI-2013-CP-ST222,C300-S_MI-2013-CS-ST222,C301-S_MI-2013-CS-ST222,C302-S_MI-2013-CS-ST222,C303-S_MI-2013-CS-ST222,C304-S_MI-2014-CS-ST222,C305-S_MI-2015-CS-ST222,C306-S_MI-2015-CS-ST222,C307-S_MI-2016-CS-ST222,C308-S_MI-2016-CS-ST222,C309-S_MI-2016-CS-ST222,C310-S_MI-2017-CS-ST222,C311-S_MI-2018-CS-ST222,C312-S_MI-2018-CS-ST222,C313-S_MI-2018-CS-ST222,C314-S_MI-2018-CS-ST222,C315-S_MI-2018-CS-ST222,C316-S_MI-2019-CS-ST222,C317-S_MI-2019-CS-ST222,C318-S_MI-2019-CS-ST222,C319-S_MI-2019-CS-ST222,C320-S_MI-2019-CS-ST222,C321-S_MI-2020-CS-ST222,C322-S_CO-2011-CS-ST222,C323-S_CO-2017-CS-ST222,C324-S_CO-2018-CS-ST222,C325-S_NY-2016-CS-ST222,C326-S_NY-2016-CS-ST222,C327-S_NY-2016-CS-ST222,C328-S_NY-2017-CS-ST222,C329-S_NY-2017-CS-ST222,C330-S_NY-2017-CS-ST222,C331-S_NY-2017-CS-ST222,C332-S_NY-2017-CS-ST222,C333-S_NY-2017-CS-ST222,C334-S_NY-2017-CS-ST222,C335-S_NY-2017-CS-ST222,C336-S_NY-2017-CS-ST222,C337-S_NY-2017-CS-ST222,C338-S_NY-2016-CS-ST222,C339-S_NY-2018-CS-ST222,C340-S_NY-2017-CS-ST222,C341-S_NY-2015-CS-ST222,C342-S_NY-2015-CS-ST222,C343-S_NY-2012-CS-ST222,C344-S_NY-2016-CS-ST222,C345-S_MN-2018-CS-ST222,C346-S_IN-2017-CS-STUNK,C347-S_MN-2018-CS-STUNK,C348-S_MN-2019-CS-STUNK,C349-S_MI-2018-CS-STUNK,C350-S_MI-2019-CS-STUNK,C351-S_MI-2019-CS-STUNK,C352-S_MI-2019-CS-STUNK,C353-S_MI-2019-CS-STUNK,C354-S_NY-2018-CS-STUNK,C355-S_NY-2018-CS-STUNK,C356-S_NY-2018-CS-STUNK,C357-S_NY-2018-CS-STUNK,C358-S_NY-2018-CS-STUNK,C359-S_MN-2019-CS-STUNK,C360-S_MN-2019-CS-STUNK,C361-S_MN-2019-CS-STUNK,C362-S_MN-2019-CS-STUNK,C363-S_MN-2019-CS-STUNK,C364-S_MN-2019-CS-STUNK,C365-S_MN-2014-CS-ST227,C366-S_MN-2016-CS-ST227,C367-S_IN-2016-CS-ST289,E155-O_OH-2013-OE-ST222,E156-O_OH-2013-OE-ST222,E157-O_OH-2013-OE-ST222,E159-O_OH-2013-OE-ST222,E160-O_OH-2013-OE-ST222,E161-O_MI-2010-OE-ST222,E162-O_MI-2010-OE-ST222,E163-O_MI-2010-OE-ST222,E164-O_MI-2010-OE-ST222,E165-O_VT-2002-OE-ST222,E166-O_VT-2002-OE-ST222,E167-O_MD-2009-OE-ST222,E168-O_MD-2009-OE-ST222,E169-O_MD-2009-OE-ST222,E170-O_MD-2009-OE-ST222,E171-O_MD-2009-OE-ST222,E172-O_PA-2009-OE-ST222,E173-O_IL-2018-OE-ST213,E174-O_OH-2013-OE-ST222,U1-U_MA-UNK-UNK-STUNK,U11-U_NY-Unknown-UNK-STUNK,U12-U_NY-Unknown-UNK-ST2517,U2-U_MA-2016-UNK-ST213,U3-U_MA-UNK-UNK-STUNK,U4-U_MA-UNK-UNK-STUNK,U5-U_MA-UNK-UNK-STUNK,U6-U_MA-UNK-UNK-STUNK,U7-U_MN-2018-UNK-ST213,U8-U_NY-Unknown-UNK-ST213,U9-U_MI-2016-UNK-ST222
C263-S_MI-2014-CS-ST213,99.7556,99.7542,99.9425,99.8973,99.905,99.7582,99.7585,99.8905,99.7684,99.8399,99.7567,99.9449,99.9287,99.8949,99.9167,99.7532,99.7317,99.817,99.8292,99.7802,99.7382,99.876,99.8377,99.8425,99.8922,99.8451,99.8173,99.775,99.7442,99.7649,99.6501,99.8169,99.6719,99.8905,99.8918,99.7438,99.9205,99.9028,99.9383,99.8347,99.8497,99.7253,99.7858,99.8179,99.7873,99.7996,99.7045,99.7199,99.8249,99.8934,99.8479,99.9172,99.9188,99.9206,99.9437,99.8094,99.7696,99.8207,99.7687,99.7087,99.8172,99.8881,99.8187,99.6826,99.7573,99.7455,99.9272,99.7401,99.813,99.8281,99.8395,99.7973,99.7724,99.8915,99.694,99.8795,99.7555,99.8989,99.9533,99.9386,99.8885,99.9197,99.8968,99.8552,99.8449,99.941,99.8919,99.904,99.8919,99.9639,99.896,99.8878,99.8921,99.9269,99.8834,99.8935,99.8877,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C264-S_MI-2016-CS-ST213,99.7264,99.7253,99.9198,99.8942,99.9177,99.7978,99.798,99.9136,99.7623,99.7867,99.7143,99.9424,99.8706,99.9087,99.9199,99.749,99.6779,99.7943,99.801,99.7531,99.7554,99.926,99.8337,99.7942,99.9318,99.7994,99.7811,99.7631,99.7047,99.7345,99.6667,99.7557,99.6294,99.9291,99.9309,99.7068,99.8795,99.8704,99.9196,99.7897,99.8503,99.7347,99.7679,99.7576,99.7427,99.7912,99.6502,99.7333,99.808,99.8611,99.8426,99.8655,99.8943,99.9072,99.9212,99.7471,99.7519,99.7807,99.8083,99.6668,99.7889,99.8678,99.7818,99.7337,99.7418,99.705,99.9008,99.7074,99.7605,99.7756,99.8161,99.7913,99.7182,99.9295,99.6831,99.8668,99.7333,99.8456,99.9116,99.9422,99.8607,99.9082,99.9001,99.8504,99.8524,99.9429,99.9172,99.8729,99.8421,99.9377,99.9,99.9308,99.9335,99.8927,99.9016,99.8773,99.9074,99.8596,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C265-S_MI-2017-CS-ST213,99.7434,99.7408,99.9665,99.9703,99.9287,99.7714,99.7972,99.9288,99.794,99.8394,99.7917,99.9675,99.9237,99.907,99.9402,99.7897,99.7059,99.8351,99.8488,99.7414,99.7267,99.9007,99.8668,99.809,99.9105,99.8393,99.8561,99.8182,99.7283,99.7802,99.6764,99.8557,99.6807,99.9341,99.9064,99.7532,99.9562,99.9187,99.9696,99.8037,99.8649,99.7698,99.796,99.855,99.801,99.8101,99.7143,99.7525,99.8457,99.8551,99.8611,99.9372,99.9532,99.9603,99.972,99.8464,99.8141,99.8315,99.8097,99.6615,99.8585,99.9127,99.8306,99.6967,99.7664,99.7613,99.942,99.7564,99.7917,99.8349,99.8569,99.8398,99.7865,99.906,99.7305,99.9105,99.8098,99.8852,99.9693,99.9906,99.9078,99.9339,99.9388,99.8902,99.8695,99.9933,99.9232,99.9132,99.9143,99.9643,99.9468,99.9065,99.9363,99.9453,99.9277,99.9262,99.934,99.8905,99.8698,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C266-S_MI-2018-CS-ST213,99.8174,99.8156,99.9679,99.8454,99.7849,99.8002,99.7992,99.8018,99.7757,99.8328,99.7838,99.913,99.9388,99.8044,99.8825,99.8157,99.768,99.8459,99.8117,99.8471,99.7869,99.8684,99.7962,99.8672,99.9312,99.8459,99.7947,99.8378,99.8055,99.7691,99.6159,99.7691,99.7009,99.9328,99.9316,99.8094,99.9401,99.8639,99.871,99.8665,99.9722,99.7401,99.8169,99.7652,99.7302,99.8218,99.7523,99.6583,99.7457,99.9953,99.9707,99.8795,99.9593,99.9826,99.8888,99.6933,99.7124,99.7952,99.8075,99.7763,99.7952,99.8789,99.7921,99.8157,99.8083,99.7736,99.9188,99.8057,99.7678,99.7779,99.8236,99.7995,99.7463,99.9324,99.7592,99.9012,99.7581,99.9389,99.9771,99.8932,99.8332,99.9691,99.8388,99.8381,99.8303,99.9114,99.9164,99.9059,99.8779,99.9144,99.8306,99.935,99.9325,99.9571,99.9085,99.8933,99.9034,99.8437,99.8373,99.8178,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C267-S_MI-2019-CS-ST213,99.8505,99.8505,99.9413,99.9906,99.9677,99.8482,99.8468,99.9836,99.8533,99.8418,99.7627,99.9946,99.9253,99.9822,99.9646,99.857,99.6751,99.8471,99.8942,99.8149,99.7979,99.9766,99.942,99.9095,99.9763,99.8528,99.8568,99.7877,99.8292,99.8184,99.7006,99.8311,99.6785,99.9746,99.9754,99.832,99.931,99.8579,99.9703,99.9065,99.8671,99.8047,99.7879,99.8333,99.803,99.8472,99.7636,99.8059,99.9072,99.8798,99.8474,99.9552,99.9367,99.9618,99.973,99.7874,99.8598,99.8575,99.8565,99.6743,99.8571,99.9581,99.8576,99.7487,99.7903,99.7548,99.9464,99.8281,99.801,99.8426,99.8924,99.8126,99.8,99.9728,99.7094,99.9472,99.8294,99.9608,99.9663,99.9478,99.9776,99.954,99.97,99.9586,99.9615,99.9944,99.9672,99.9095,99.8803,99.9673,99.9677,99.9732,99.9768,99.9464,99.9502,99.968,99.9531,99.9431,99.9439,99.9642,99.8873,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C268-S_MI-2019-CS-ST213,99.8675,99.8672,99.9834,99.9614,99.9355,99.8506,99.8535,99.9413,99.8539,99.8422,99.7989,99.9636,99.931,99.9436,99.9329,99.8494,99.7742,99.8432,99.905,99.8687,99.8435,99.9697,99.9113,99.9926,99.9716,99.8525,99.8145,99.8433,99.8704,99.8538,99.664,99.7842,99.7113,99.9719,99.9663,99.8705,99.9501,99.9911,99.9408,99.99,99.9212,99.8408,99.8302,99.785,99.7488,99.8654,99.7969,99.7727,99.8509,99.9365,99.9104,99.9634,99.971,99.982,99.9398,99.7791,99.7957,99.8134,99.8664,99.7353,99.8129,99.9638,99.8131,99.8056,99.8216,99.7899,99.9071,99.8691,99.8708,99.8056,99.9051,99.8665,99.8238,99.964,99.8029,99.9526,99.8356,99.9899,99.9718,99.9558,99.927,99.9865,99.9359,99.9251,99.926,99.9622,99.9745,99.9886,99.9664,99.9253,99.9344,99.9673,99.9696,99.9502,99.9506,99.9739,99.9452,99.9194,99.9049,99.932,99.9799,99.9528,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C269-S_MI-2019-CS-ST213,99.8489,99.849,99.9627,99.99,99.9631,99.8448,99.8444,99.9737,99.8484,99.838,99.7619,99.9906,99.9192,99.9779,99.9617,99.852,99.7194,99.8432,99.8912,99.8119,99.8299,99.9702,99.94,99.9074,99.9716,99.8488,99.8531,99.8402,99.8287,99.8141,99.696,99.8257,99.6734,99.9703,99.969,99.8256,99.9286,99.9098,99.967,99.9026,99.866,99.7963,99.7863,99.8281,99.7976,99.8375,99.7609,99.8037,99.903,99.8758,99.8455,99.9532,99.9356,99.9567,99.9687,99.8182,99.8569,99.8536,99.855,99.6668,99.8531,99.9524,99.8532,99.742,99.7851,99.7511,99.964,99.8262,99.7976,99.8367,99.8854,99.83,99.7913,99.9687,99.7519,99.9432,99.8242,99.9531,99.961,99.9843,99.972,99.9463,99.9638,99.9534,99.9555,99.9905,99.9645,99.9063,99.8739,99.9828,99.9646,99.968,99.9698,99.9407,99.9472,99.9628,99.9442,99.9384,99.934,99.964,99.9058,99.9897,99.9507,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C270-S_NY-2016-CS-ST213,99.7892,99.7879,99.9738,99.9329,99.9028,99.8655,99.8686,99.9068,99.8112,99.834,99.7842,99.9198,99.8818,99.9121,99.9507,99.7985,99.7397,99.8398,99.8078,99.7707,99.8184,99.9269,99.8704,99.8558,99.9354,99.8453,99.7807,99.8262,99.7838,99.8186,99.6796,99.7867,99.6979,99.9361,99.934,99.7816,99.8879,99.9836,99.8208,99.8505,99.884,99.8174,99.8321,99.7539,99.7603,99.859,99.7186,99.7529,99.8237,99.8567,99.8566,99.8719,99.902,99.9316,99.8981,99.7342,99.7753,99.8122,99.8682,99.7721,99.8098,99.8682,99.7793,99.8104,99.807,99.7194,99.8682,99.7846,99.8082,99.7643,99.8805,99.8241,99.789,99.9131,99.7593,99.8844,99.7873,99.9133,99.9254,99.9227,99.8392,99.919,99.9371,99.8829,99.8828,99.9796,99.9009,99.9815,99.9026,99.9453,99.9353,99.933,99.9369,99.9042,99.9103,99.879,99.91,99.8895,99.932,99.9051,99.8737,99.9774,99.9861,99.9748,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C271-S_NY-2017-CS-ST213,99.7764,99.7722,99.9658,99.9563,99.9181,99.7964,99.7973,99.932,99.8205,99.8397,99.7723,99.9918,99.9244,99.9298,99.9624,99.7832,99.6974,99.8428,99.8478,99.767,99.784,99.9246,99.8911,99.8359,99.9313,99.8508,99.8563,99.8178,99.76,99.78,99.6984,99.8297,99.6849,99.9303,99.9297,99.7622,99.9316,99.9115,99.9696,99.8305,99.868,99.7709,99.7942,99.8305,99.8035,99.8399,99.6928,99.7709,99.8595,99.881,99.8474,99.909,99.9443,99.9607,99.9718,99.8212,99.815,99.8549,99.8063,99.6724,99.8569,99.9076,99.8535,99.6958,99.7947,99.7601,99.9658,99.7568,99.7982,99.837,99.85,99.8388,99.759,99.928,99.7375,99.9002,99.7837,99.8848,99.9642,99.99,99.9257,99.957,99.9346,99.8885,99.8889,99.9914,99.9144,99.9121,99.8813,99.9923,99.9155,99.9257,99.933,99.9454,99.8986,99.9181,99.9078,99.8961,99.8926,99.9279,99.8396,99.9917,99.959,99.9878,99.9318,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C272-S_NY-2017-CS-ST213,99.8547,99.8541,99.992,99.9733,99.9457,99.8482,99.8474,99.9789,99.8486,99.8391,99.7861,99.9736,99.9275,99.977,99.9405,99.8458,99.8197,99.8384,99.8978,99.9159,99.8382,99.974,99.919,99.9825,99.974,99.8509,99.8524,99.8432,99.8648,99.846,99.6688,99.8228,99.7012,99.9717,99.9752,99.8645,99.9443,99.9846,99.9502,99.9848,99.9641,99.8316,99.829,99.8253,99.7875,99.8549,99.7829,99.7799,99.8907,99.9813,99.9525,99.9586,99.9598,99.981,99.9512,99.8258,99.839,99.8514,99.8581,99.8266,99.851,99.9553,99.8519,99.8531,99.8002,99.7768,99.9604,99.8602,99.8727,99.851,99.959,99.8521,99.8191,99.9742,99.7921,99.9485,99.827,99.9913,99.9676,99.9643,99.9693,99.978,99.9464,99.9382,99.939,99.9723,99.9713,99.9873,99.9651,99.9365,99.9448,99.9673,99.9747,99.9491,99.9534,99.9637,99.9463,99.9465,99.9177,99.9453,99.9773,99.9655,99.9934,99.959,99.9829,99.9725,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C273-S_NY-2018-CS-ST213,99.8655,99.8627,99.9788,99.9521,99.9238,99.8511,99.8496,99.9205,99.8509,99.8377,99.7985,99.9536,99.9261,99.9261,99.924,99.8522,99.7749,99.8385,99.9003,99.8531,99.8399,99.9577,99.8995,99.9753,99.9745,99.85,99.7966,99.8461,99.8654,99.849,99.6535,99.7626,99.7099,99.9755,99.9692,99.8652,99.9502,99.974,99.8984,99.971,99.9105,99.8394,99.8134,99.7656,99.7388,99.8638,99.7972,99.7462,99.8421,99.9228,99.8975,99.9618,99.9684,99.9786,99.9298,99.7593,99.7873,99.7939,99.8639,99.757,99.7975,99.9604,99.7935,99.7947,99.8196,99.7878,99.8902,99.8643,99.852,99.7803,99.8841,99.8648,99.8206,99.9747,99.7982,99.9485,99.834,99.99,99.9711,99.945,99.9105,99.9859,99.9291,99.9123,99.9148,99.9505,99.973,99.9721,99.9471,99.9136,99.9236,99.9699,99.9749,99.9498,99.957,99.9728,99.9494,99.9018,99.8973,99.9237,99.9647,99.9437,99.994,99.9418,99.988,99.9489,99.9918,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C275-S_MA-2007-CS-ST213,99.8569,99.8558,99.9701,99.9977,99.9722,99.8517,99.8515,99.9611,99.8574,99.8457,99.7753,99.9977,99.9289,99.9834,99.9675,99.8627,99.7452,99.8524,99.8983,99.8273,99.8393,99.9802,99.9438,99.9144,99.9837,99.8585,99.8631,99.8515,99.8424,99.833,99.7044,99.8369,99.689,99.9841,99.9838,99.8431,99.9332,99.9171,99.9725,99.911,99.8791,99.8112,99.8054,99.8344,99.8078,99.8455,99.7747,99.8119,99.9098,99.8908,99.8617,99.9591,99.948,99.9658,99.9743,99.8283,99.8408,99.8612,99.8635,99.7186,99.8385,99.9614,99.8635,99.7637,99.8009,99.7668,99.9443,99.843,99.8048,99.8287,99.8685,99.8473,99.8152,99.9813,99.773,99.9502,99.8341,99.9683,99.9671,99.9957,99.9802,99.9612,99.9713,99.9622,99.9645,99.9963,99.9713,99.9216,99.8896,99.9707,99.9712,99.9811,99.9831,99.9476,99.952,99.9695,99.9585,99.9614,99.9447,99.9698,99.921,99.9967,99.9637,99.9919,99.9841,99.9971,99.9733,99.9553,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C276-S_MA-2011-CS-ST213,99.8498,99.8486,99.9682,99.9935,99.9667,99.8467,99.8478,99.9848,99.8522,99.8394,99.7682,99.9949,99.9251,99.9831,99.9637,99.8529,99.7303,99.8452,99.8942,99.8184,99.8309,99.9767,99.9421,99.9148,99.9799,99.8511,99.8591,99.8434,99.8368,99.8263,99.6996,99.8321,99.6827,99.9798,99.9768,99.835,99.9295,99.917,99.9728,99.911,99.8695,99.8054,99.796,99.8315,99.8035,99.8389,99.7683,99.8064,99.9061,99.8823,99.8523,99.9529,99.9419,99.9606,99.9732,99.8235,99.858,99.858,99.8544,99.6755,99.8564,99.9542,99.8601,99.7473,99.7923,99.7579,99.9656,99.8352,99.8014,99.8458,99.8907,99.8362,99.8077,99.9745,99.7668,99.9479,99.8236,99.9618,99.965,99.9942,99.9757,99.9571,99.9693,99.9597,99.9596,99.9956,99.9666,99.9121,99.8885,99.9656,99.9667,99.9781,99.9788,99.9452,99.9487,99.9638,99.9542,99.939,99.943,99.967,99.9133,99.9926,99.9607,99.9906,99.98,99.9938,99.9729,99.9505,99.9942,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C277-S_NY-2017-CS-ST213,99.8447,99.8428,99.9352,99.9608,99.9748,99.8163,99.8402,99.9749,99.8213,99.8319,99.7647,99.9659,99.9412,99.9539,99.9355,99.8277,99.6967,99.8413,99.8875,99.8275,99.7743,99.9472,99.9145,99.8873,99.9484,99.8456,99.8521,99.7276,99.8048,99.8206,99.6701,99.827,99.6797,99.9764,99.9518,99.8321,99.9322,99.8599,99.9608,99.9064,99.8584,99.7842,99.7922,99.8235,99.8215,99.8416,99.7619,99.7868,99.9007,99.8695,99.8757,99.9473,99.9464,99.9566,99.9649,99.7828,99.8539,99.8272,99.8522,99.6656,99.8491,99.9748,99.8267,99.7607,99.7641,99.7568,99.9363,99.8267,99.8016,99.8326,99.8813,99.7913,99.801,99.9505,99.7107,99.9351,99.8203,99.9574,99.9676,99.9236,99.947,99.9293,99.9594,99.9517,99.9308,99.9869,99.9653,99.91,99.9067,99.9553,99.9631,99.9473,99.9756,99.9621,99.9432,99.9666,99.9494,99.945,99.913,99.956,99.8562,99.9607,99.9538,99.96,99.9513,99.9621,99.9637,99.9216,99.9845,99.963,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C278-S_NY-2013-CS-ST213,99.8473,99.845,99.9629,99.9906,99.963,99.8407,99.842,99.975,99.8466,99.836,99.7657,99.9893,99.9192,99.9788,99.9608,99.8496,99.7237,99.8402,99.8917,99.8083,99.8292,99.9715,99.9496,99.9068,99.9769,99.8482,99.8521,99.8399,99.8302,99.8222,99.695,99.825,99.6814,99.9752,99.973,99.8316,99.9264,99.9094,99.9657,99.9024,99.8652,99.8007,99.791,99.8233,99.7973,99.836,99.7663,99.8007,99.9016,99.8748,99.8429,99.9508,99.9401,99.9565,99.968,99.8181,99.8561,99.8526,99.8521,99.6302,99.8531,99.9479,99.85,99.7414,99.7894,99.7577,99.9613,99.8273,99.7965,99.8351,99.8817,99.8362,99.8032,99.9731,99.7573,99.9375,99.8234,99.9601,99.961,99.9863,99.9701,99.9511,99.9648,99.953,99.9538,99.9875,99.9617,99.91,99.878,99.9574,99.9617,99.9717,99.9766,99.9413,99.9448,99.9624,99.9485,99.9386,99.9361,99.9618,99.9048,99.9859,99.9563,99.9843,99.9769,99.9867,99.9678,99.9487,99.9851,99.9851,99.9585,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
